"";"survived";"name";"sex";"age";"class";"joined";"ticket";"price";"sibsp";"parch";"boat..body.";"job";"url";"dob";"date_death";"ticketFreq";"pricepp";"fsize";"title"
"314";1;"FUTRELLE, Mrs Lily May ";"female";35;1;"Southampton";"113803";53.1;1;0;"D ";NA;"/titanic-survivor/lily-may-futrelle.html";1876-05-26;1967-10-29;2;26.55;2;"Mrs"
"315";1;"KREUCHEN, Miss Emilie ";"female";29;1;"Southampton";"24160";211.3375;0;0;"2";"Servant";"/titanic-survivor/emilie-kreuchen.html";1882-10-01;1971-03-25;4;52.834375;1;"Miss"
"316";1;"MAIONI, Miss Roberta Elizabeth Mary ";"female";19;1;"Southampton";"110152";86.5;0;0;"8";"Servant";"/titanic-survivor/roberta-maioni.html";1892-06-30;1963-01-17;3;28.8333333333333;1;"Miss"
"317";1;"MAYNé, Mlle Berthe Antonine ";"female";24;1;"Cherbourg";"17482";49.5041666666667;0;0;"6";NA;"/titanic-survivor/bertha-mayne.html";1887-07-21;1962-10-11;1;49.5041666666667;1;"Mlle"
"318";0;"ANDREWS, Mr Thomas ";"male";39;1;"Belfast";"112050";0;0;0;NA;"H&W Guarantee Group";"/titanic-victim/thomas-andrews.html";1873-02-07;1912-04-15;1;0;1;"Mr"
"319";0;"CHISHOLM, Mr Roderick Robert Crispin ";"male";43;1;"Belfast";"112051";0;0;0;NA;"H&W Guarantee Group";"/titanic-victim/roderick-chisholm.html";1868-12-20;1912-04-15;1;0;1;"Mr"
"320";0;"FRY, Mr Richard ";"male";39;1;"Southampton";"112058";0;0;0;NA;"Servant";"/titanic-victim/richard-fry.html";1873-06-30;1912-04-15;2;0;1;"Mr"
"321";0;"HARRISON, Mr William Henry ";"male";45;1;"Southampton";"112059";0;0;0;" [110]";"Servant";"/titanic-victim/william-harrison.html";1866-06-30;1912-04-15;1;0;1;"Mr"
"322";1;"ISMAY, Mr Joseph Bruce ";"male";49;1;"Southampton";"112058";NA;0;0;"C ";NA;"/titanic-survivor/j-bruce-ismay.html";1862-12-12;1937-10-17;2;NA;1;"Mr"
"323";0;"PARR, Mr William Henry Marsh ";"male";29;1;"Belfast";"112052";0;0;0;NA;"H&W Guarantee Group";"/titanic-victim/william-henry-marsh-parr.html";1882-06-30;1912-04-15;1;0;1;"Mr"
"324";0;"REUCHLIN, Mr Jonkheer Johan George ";"male";38;1;"Cherbourg";"19972";NA;0;0;NA;NA;"/titanic-victim/johan-george-reuchlin.html";1874-12-06;1912-04-15;1;NA;1;"Mr"
"325";0;"ABELSON, Mr Samuel ";"male";30;2;"Cherbourg";"3381";24;1;0;NA;NA;"/titanic-victim/samuel-abelson.html";NA;1912-04-15;2;12;2;"Mr"
"326";1;"ABELSON, Mrs Hannah ";"female";28;2;"Cherbourg";"3381";24;1;0;"10";NA;"/titanic-survivor/abelson.html";NA;NA;2;12;2;"Mrs"
"327";0;"ALDWORTH, Mr Augustus Henry ";"male";34;2;"Southampton";"248744";13;0;0;NA;"Servant";"/titanic-victim/augustus-aldworth.html";1877-06-30;1912-04-15;1;13;1;"Mr"
"328";0;"ANDREW, Mr Edgar Samuel ";"male";17;2;"Southampton";"231945";11.5;0;0;NA;NA;"/titanic-victim/edgar-samuel-andrew.html";1895-03-28;1912-04-15;1;11.5;1;"Mr"
"329";0;"ANDREW, Mr Frank Thomas ";"male";25;2;"Southampton";"34050";10.5;0;0;NA;NA;"/titanic-victim/frank-thomas-andrew.html";1885-06-30;1912-04-15;1;10.5;1;"Mr"
"330";0;"ANGLE, Mr William ";"male";32;2;"Southampton";"226875";26;1;0;NA;NA;"/titanic-victim/william-angle.html";1881-06-30;1912-04-15;2;13;2;"Mr"
"331";1;"ANGLE, Mrs Florence Agnes ";"female";36;2;"Southampton";"226875";26;1;0;"11";NA;"/titanic-survivor/florence-angle.html";1876-03-08;1969-08-20;2;13;2;"Mrs"
"332";0;"ASHBY, Mr John ";"male";57;2;"Southampton";"244346";13;0;0;NA;NA;"/titanic-victim/john-ashby.html";1854-06-29;1912-04-15;1;13;1;"Mr"
"333";0;"BAILEY, Mr Percy ";"male";15;2;"Southampton";"29108";11.5;0;0;NA;NA;"/titanic-victim/percy-andrew-bailey.html";1894-06-30;1912-04-15;1;11.5;1;"Mr"
"334";0;"BAINBRIGGE, Mr Charles Robert ";"male";22;2;"Southampton";"31030";10.5;0;0;NA;NA;"/titanic-victim/charles-robert-bainbrigge.html";1889-10-19;1912-04-15;1;10.5;1;"Mr"
"335";1;"BALLS, Mrs Ada E. ";"female";36;2;"Southampton";"28551";13;0;0;"10";NA;"/titanic-survivor/ada-ball.html";1875-05-09;1967-10-01;1;13;1;"Mrs"
"336";0;"BANFIELD, Mr Frederick James ";"male";28;2;"Southampton";"34068";10.5;0;0;NA;NA;"/titanic-victim/frederick-james-banfield.html";1884-02-29;1912-04-15;1;10.5;1;"Mr"
"337";0;"BATEMAN, Revd Robert James ";"male";51;2;"Southampton";"1166";12.525;0;0;" [174]";NA;"/titanic-victim/robert-james-bateman.html";1859-10-14;1912-04-15;1;12.525;1;"Revd"
"338";1;"BEANE, Mr Edward ";"male";32;2;"Southampton";"2908";26;1;0;"13";NA;"/titanic-survivor/edward-beane.html";1879-11-19;1948-10-24;2;13;2;"Mr"
"339";1;"BEANE, Mrs Ethel ";"female";22;2;"Southampton";"2908";26;1;0;"13";NA;"/titanic-survivor/ethel-beane.html";1889-11-15;1983-09-17;2;13;2;"Mrs"
"340";0;"BEAUCHAMP, Mr Henry James ";"male";28;2;"Southampton";"244358";26;0;0;NA;NA;"/titanic-victim/henry-james-beauchamp.html";1868-06-30;1912-04-15;2;13;1;"Mr"
"341";1;"BECKER, Master Richard F. ";"male";1;2;"Southampton";"230136";39;2;1;"11";NA;"/titanic-survivor/richard-becker.html";1910-06-26;1975-09-06;4;9.75;4;"Master"
"342";1;"BECKER, Miss Marion Louise ";"female";4;2;"Southampton";"230136";39;2;1;"11";NA;"/titanic-survivor/marion-louise-becker.html";1907-12-28;1944-02-15;4;9.75;4;"Miss"
"343";1;"BECKER, Miss Ruth Elizabeth ";"female";12;2;"Southampton";"230136";39;2;1;"13";NA;"/titanic-survivor/ruth-elizabeth-becker.html";1899-10-28;1990-07-06;4;9.75;4;"Miss"
"344";1;"BECKER, Mrs Nellie E. ";"female";35;2;"Southampton";"230136";39;0;3;"11";NA;"/titanic-survivor/nellie-becker.html";1876-06-19;1961-02-15;4;9.75;4;"Mrs"
"345";1;"BEESLEY, Mr Lawrence ";"male";34;2;"Southampton";"248698";13;0;0;"13";NA;"/titanic-survivor/lawrence-beesley.html";1877-12-31;1967-02-14;1;13;1;"Mr"
"346";1;"BENTHAM, Miss Lillian W. ";"female";19;2;"Southampton";"28404";13;0;0;"12";NA;"/titanic-survivor/lillian-bentham.html";1892-07-23;1977-12-15;1;13;1;"Miss"
"347";0;"BERRIMAN, Mr William John ";"male";23;2;"Southampton";"28425";13;0;0;NA;NA;"/titanic-victim/william-john-berriman.html";1889-06-30;1912-04-15;1;13;1;"Mr"
"348";0;"BOTSFORD, Mr William Hull ";"male";25;2;"Southampton";"237670";13;0;0;NA;NA;"/titanic-victim/william-hull-botsford.html";1886-11-23;1912-04-15;1;13;1;"Mr"
"349";0;"BOWENUR, Mr Solomon ";"male";42;2;"Southampton";"211535";13;0;0;NA;NA;"/titanic-victim/solomon-bowenur.html";NA;1912-04-15;1;13;1;"Mr"
"350";0;"BRACKEN, Mr James Hollen ";"male";29;2;"Southampton";"220367";13;0;0;NA;NA;"/titanic-victim/james-bracken.html";1881-09-08;1912-04-15;1;13;1;"Mr"
"351";0;"BRITO, Mr José Joaquim de ";"male";32;2;"Southampton";"244360";13;0;0;NA;NA;"/titanic-victim/jose-joaquim-de-brito.html";NA;1912-04-15;1;13;1;"Mr"
"352";1;"BROWN, Miss Amelia Mary ";"female";18;2;"Southampton";"248733";13;0;0;"11";"Servant";"/titanic-survivor/mildred-brown.html";1893-08-18;1976-06-30;1;13;1;"Miss"
"353";1;"BROWN, Miss Edith Eileen ";"female";15;2;"Southampton";"29750";39;0;2;"14";NA;"/titanic-survivor/edith-haisman.html";1896-10-27;1997-01-20;3;13;3;"Miss"
"354";0;"BROWN, Mr Thomas William Solomon ";"male";60;2;"Southampton";"29750";39;1;1;NA;NA;"/titanic-victim/thomas-william-solomon-brown.html";1852-06-30;1912-04-15;3;13;3;"Mr"
"355";1;"BROWN, Mrs Elizabeth Catherine ";"female";40;2;"Southampton";"29750";39;1;1;"14";NA;"/titanic-survivor/elizabeth-catherine-brown.html";1872-06-30;1925-06-29;3;13;3;"Mrs"
"356";1;"BRYHL, Miss Dagmar Jenny Ingeborg ";"female";20;2;"Southampton";"236853";26;1;0;"12";NA;"/titanic-survivor/dagmar-bryhl.html";1891-09-02;NA;2;13;2;"Miss"
"357";0;"BRYHL, Mr Kurt Arnold Gottfrid ";"male";25;2;"Southampton";"236853";26;1;0;NA;NA;"/titanic-victim/kurt-arnold-gottfrid-bryhl.html";1887-03-02;1912-04-15;2;13;2;"Mr"
"358";1;"BUSS, Miss Kate ";"female";36;2;"Southampton";"27849";13;0;0;"9";NA;"/titanic-survivor/kate-buss.html";1875-12-28;1972-07-12;1;13;1;"Miss"
"359";0;"BUTLER, Mr Reginald Fenton ";"male";25;2;"Southampton";"234686";13;0;0;" [97]";NA;"/titanic-victim/reginald-fenton-butler.html";1886-06-30;1912-04-15;1;13;1;"Mr"
"360";0;"BYLES, Fr Thomas Roussel Davids ";"male";42;2;"Southampton";"244310";13;0;0;NA;NA;"/titanic-victim/fr-byles.html";1870-02-26;1912-04-15;1;13;1;"Fr"
"361";1;"BYSTRöM, Mrs Karolina ";"female";40;2;"Southampton";"236852";13;0;0;NA;NA;"/titanic-survivor/karolina-bystrom.html";1872-02-11;NA;1;13;1;"Mrs"
"362";1;"CALDWELL, Master Alden Gates ";"male";0.83;2;"Southampton";"248738";29;0;2;"13";NA;"/titanic-survivor/alden-gates-caldwell.html";1911-06-10;1992-12-18;3;9.66666666666667;3;"Master"
"363";1;"CALDWELL, Mr Albert Francis ";"male";26;2;"Southampton";"248738";29;1;1;"13";NA;"/titanic-survivor/albert-caldwell.html";1885-09-08;1977-03-10;3;9.66666666666667;3;"Mr"
"364";1;"CALDWELL, Mrs Sylvia Mae ";"female";28;2;"Southampton";"248738";29;1;1;"13";NA;"/titanic-survivor/sylvia-caldwell.html";1883-07-23;1965-01-14;3;9.66666666666667;3;"Mrs"
"365";1;"CAMERON, Miss Clear Annie ";"female";35;2;"Southampton";"13528";21;0;0;"14";NA;"/titanic-survivor/clear-cameron.html";1877-03-08;1962-02-02;2;10.5;1;"Miss"
"366";0;"CARBINES, Mr William ";"male";19;2;"Southampton";"28424";13;0;0;" [18]";NA;"/titanic-victim/william-carbines.html";1893-06-30;1912-04-15;1;13;1;"Mr"
"367";0;"CARTER, Fr Ernest Courtenay ";"male";54;2;"Southampton";"244252";26;1;0;NA;NA;"/titanic-victim/ernest-courtenay-carter.html";1858-02-17;1912-04-15;2;13;2;"Fr"
"368";0;"CARTER, Mrs Lilian ";"female";45;2;"Southampton";"244252";26;1;0;NA;NA;"/titanic-victim/lilian-carter.html";1867-03-03;1912-04-15;2;13;2;"Mrs"
"369";0;"CHAPMAN, Mr Charles Henry ";"male";52;2;"Southampton";"248731";13.5;0;0;" [130]";NA;"/titanic-victim/charles-henry-chapman.html";NA;1912-04-15;1;13.5;1;"Mr"
"370";0;"CHAPMAN, Mr John Henry ";"male";36;2;"Southampton";"29037";26;1;0;" [17]";NA;"/titanic-victim/john-henry-chapman.html";1875-06-30;1912-04-15;2;13;2;"Mr"
"371";0;"CHAPMAN, Mrs Sara Elizabeth ";"female";28;2;"Southampton";"29037";26;1;0;NA;NA;"/titanic-victim/sara-elizabeth-chapman.html";1883-06-30;1912-04-15;2;13;2;"Mrs"
"372";1;"CHRISTY, Miss Rachel Juli Cohen ";"female";25;2;"Southampton";"237789";30;1;1;"12";NA;"/titanic-survivor/rachel-julie-cohen-christy.html";1887-06-30;1931-10-30;2;15;3;"Miss"
"373";1;"CHRISTY, Mrs Alice Frances ";"female";45;2;"Southampton";"237789";30;0;2;"12";NA;"/titanic-survivor/alice-frances-christy.html";1860-06-30;1939-07-07;2;15;3;"Mrs"
"374";0;"CLARKE, Mr Charles Valentine ";"male";29;2;"Southampton";"2003";26;1;0;NA;NA;"/titanic-victim/charles-valentine-clarke.html";1883-02-14;1912-04-15;2;13;2;"Mr"
"375";1;"CLARKE, Mrs Ada Maria ";"female";28;2;"Southampton";"2003";27;1;0;"14";NA;"/titanic-survivor/ada-maria-clarke.html";1884-06-30;1953-02-08;2;13.5;2;"Mrs"
"376";0;"COLERIDGE, Mr Reginald Charles ";"male";29;2;"Southampton";"14263";10.5;0;0;NA;NA;"/titanic-victim/reginald-charles-coleridge.html";1883-06-30;1912-04-15;1;10.5;1;"Mr"
"377";0;"COLLANDER, Mr Erik Gustaf ";"male";27;2;"Southampton";"248740";13;0;0;NA;NA;"/titanic-victim/erik-gustaf-collander.html";1884-04-19;1912-04-15;1;13;1;"Mr"
"378";1;"COLLETT, Mr Sidney Clarence Stuart ";"male";25;2;"Southampton";"28034";10.5;0;0;"9";NA;"/titanic-survivor/sidney-clarence-stuart-collett.html";1887-01-08;1941-05-08;1;10.5;1;"Mr"
"379";1;"COLLYER, Miss Marjorie Lottie ";"female";8;2;"Southampton";"31921";26.25;0;2;"14";NA;"/titanic-survivor/marjorie-collyer.html";1904-01-28;1965-02-26;3;8.75;3;"Miss"
"380";0;"COLLYER, Mr Harvey ";"male";31;2;"Southampton";"31921";26.25;1;1;NA;NA;"/titanic-victim/harvey-collyer.html";1880-11-26;1912-04-15;3;8.75;3;"Mr"
"381";1;"COLLYER, Mrs Charlotte Caroline ";"female";31;2;"Southampton";"31921";26.25;1;1;"14";NA;"/titanic-survivor/charlotte-annie-collyer.html";1881-10-01;1916-11-28;3;8.75;3;"Mrs"
"382";1;"COOK, Mrs Selena ";"female";22;2;"Southampton";"14266";10.5;0;0;"14";NA;"/titanic-survivor/selena-cook.html";1890-04-06;1964-09-12;1;10.5;1;"Mrs"
"383";0;"CORBETT, Mrs Irene ";"female";30;2;"Southampton";"237249";13;0;0;NA;NA;"/titanic-victim/irene-corbett.html";1881-08-06;1912-04-15;1;13;1;"Mrs"
"384";0;"COREY, Mrs Mary Emma ";"female";30;2;"Southampton";"13534";21;0;0;NA;NA;"/titanic-victim/mary-phyllis-elizabeth-corey.html";1879-08-15;1912-04-15;2;10.5;1;"Mrs"
"385";0;"COTTERILL, Mr Henry ";"male";20;2;"Southampton";"29107";11.5;0;0;NA;NA;"/titanic-victim/harry-cotterill.html";1891-06-30;1912-04-15;1;11.5;1;"Mr"
"386";1;"DAVIES, Master John Morgan jr ";"male";8;2;"Southampton";"33112";36.75;1;1;"14";NA;"/titanic-survivor/john-morgan-davies.html";1903-07-31;1951-12-16;4;9.1875;3;"Master"
"387";0;"DAVIES, Mr Charles Henry ";"male";19;2;"Southampton";"14879";73.5;0;0;NA;NA;"/titanic-victim/charles-henry-davies.html";1893-06-30;1912-04-15;7;10.5;1;"Mr"
"388";1;"DAVIES, Mrs Agnes ";"female";48;2;"Southampton";"33112";36.75;0;2;"14";NA;"/titanic-survivor/elizabeth-agnes-mary-davies.html";1863-11-23;1933-08-04;4;9.1875;3;"Mrs"
"389";1;"DAVIS, Miss Mary Ann Charlotte ";"female";28;2;"Southampton";"237668";13;0;0;"13";NA;"/titanic-survivor/mary-davis.html";1883-05-18;1987-07-29;1;13;1;"Miss"
"390";0;"DEACON, Mr Percy William ";"male";18;2;"Southampton";"14879";73.5;0;0;NA;NA;"/titanic-victim/percy-deacon.html";1894-06-30;1912-04-15;7;10.5;1;"Mr"
"391";0;"DEL CARLO, Mr Sebastiano ";"male";29;2;"Cherbourg";"2167";27.7208333333333;1;0;" [295]";NA;"/titanic-victim/sebastiano-del-carlo.html";1883-03-11;1912-04-15;2;13.8604166666667;2;"Mr"
"392";1;"DEL CARLO, Mrs Argene ";"female";24;2;"Cherbourg";"2167";27.7208333333333;1;0;"11";NA;"/titanic-survivor/argene-del-carlo.html";1887-11-06;1970-10-08;2;13.8604166666667;2;"Mrs"
"393";0;"DENBUOY, Mr Albert Joseph ";"male";25;2;"Southampton";"31029";31.5;0;0;NA;NA;"/titanic-victim/albert-denbuoy.html";1886-04-24;1912-04-15;3;10.5;1;"Mr"
"394";0;"DIBDEN, Mr William ";"male";18;2;"Southampton";"14879";73.5;0;0;NA;NA;"/titanic-victim/william-dibden.html";1893-10-29;1912-04-15;7;10.5;1;"Mr"
"395";1;"DOLING, Miss Elsie ";"female";18;2;"Southampton";"231919";23;0;1;NA;NA;"/titanic-survivor/elsie-doling.html";1893-10-30;1972-03-03;2;11.5;2;"Miss"
"396";1;"DOLING, Mrs Ada Julia Elizabeth ";"female";34;2;"Southampton";"231919";23;0;1;NA;NA;"/titanic-survivor/ada-doling.html";1877-09-09;1962-04-11;2;11.5;2;"Mrs"
"397";0;"DOUTON, Mr William Joseph ";"male";55;2;"Southampton";"28403";26;0;0;NA;NA;"/titanic-victim/william-joseph-douton.html";1856-12-18;1912-04-15;2;13;1;"Mr"
"398";1;"DREW, Master Marshall Brines ";"male";8;2;"Southampton";"28220";32.5;0;2;"10";NA;"/titanic-survivor/marshall-brines-drew.html";1904-03-30;1986-06-06;3;10.8333333333333;3;"Master"
"399";0;"DREW, Mr James Vivian ";"male";42;2;"Southampton";"28220";32.5;1;1;NA;NA;"/titanic-victim/james-vivian-drew.html";1869-05-04;1912-04-15;3;10.8333333333333;3;"Mr"
"400";1;"DREW, Mrs Lulu Thorne ";"female";34;2;"Southampton";"28220";32.5;1;1;"10";NA;"/titanic-survivor/lulu-thorne-drew.html";1878-03-19;1970-06-02;3;10.8333333333333;3;"Mrs"
"401";1;"DURáN I MONé, Sra. Asuncion ";"female";27;2;"Cherbourg";"2149";13.8583333333333;1;0;"12";NA;"/titanic-survivor/asuncion-duran-y-more.html";NA;NA;1;13.8583333333333;2;"Sra"
"402";1;"DURáN I MONé, Sra. Florentina ";"female";30;2;"Cherbourg";"2148";13.8583333333333;1;0;"12";NA;"/titanic-survivor/florentina-duran-y-more.html";NA;1959-10-01;1;13.8583333333333;2;"Sra"
"403";0;"EITEMILLER, Mr George Floyd ";"male";25;2;"Southampton";"29751";13;0;0;NA;NA;"/titanic-victim/george-floyd-eitemiller.html";1886-11-15;1912-04-15;1;13;1;"Mr"
"404";0;"ENANDER, Mr Ingvar ";"male";21;2;"Southampton";"236854";13;0;0;NA;NA;"/titanic-victim/ingvar-enander.html";1890-12-26;1912-04-15;1;13;1;"Mr"
"405";0;"FAHLSTRøM, Mr Arne Joma ";"male";18;2;"Southampton";"236171";13;0;0;NA;NA;"/titanic-victim/arne-joma-fahlstrom.html";1893-07-05;1912-04-15;1;13;1;"Mr"
"406";0;"FAUNTHORPE, Mr Harry Bartram ";"male";41;2;"Southampton";"2926";26;1;0;" [286]";NA;"/titanic-victim/harry-faunthorpe.html";1880-06-30;1912-04-15;2;13;2;"Mr"
"407";0;"FILLBROOK, Mr Joseph Charles ";"male";18;2;"Southampton";"15185";10.5;0;0;NA;NA;"/titanic-victim/joseph-charles-fillbrook.html";1894-06-30;1912-04-15;1;10.5;1;"Mr"
"408";0;"FOX, Mr Stanley Harrington ";"male";38;2;"Southampton";"229236";13;0;0;" [236]";NA;"/titanic-victim/stanley-hubert-fox.html";1874-04-13;1912-04-15;1;13;1;"Mr"
"409";0;"FUNK, Miss Annie Clemmer ";"female";38;2;"Southampton";"237671";13;0;0;NA;NA;"/titanic-victim/annie-clemmer-funk.html";1874-04-12;1912-04-15;1;13;1;"Miss"
"410";0;"FYNNEY, Mr Joseph J. ";"male";35;2;"Southampton";"239865";26;0;0;" [322]";NA;"/titanic-victim/joseph-fynney.html";1876-06-30;1912-04-15;2;13;1;"Mr"
"411";0;"GALE, Mr Harry ";"male";38;2;"Southampton";"28664";21;1;0;NA;NA;"/titanic-victim/harry-gale.html";1874-06-30;1912-04-15;2;10.5;2;"Mr"
"412";0;"GALE, Mr Shadrach ";"male";33;2;"Southampton";"28664";21;1;0;NA;NA;"/titanic-victim/shadrach-gale.html";1878-07-17;1912-04-15;2;10.5;2;"Mr"
"413";1;"GARSIDE, Miss Ethel ";"female";39;2;"Southampton";"243880";13;0;0;"12";NA;"/titanic-survivor/ethel-garside.html";1873-03-13;1953-03-25;1;13;1;"Miss"
"414";0;"GASKELL, Mr William Alfred ";"male";18;2;"Southampton";"239865";26;0;0;NA;NA;"/titanic-victim/alfred-gaskell.html";1893-06-30;1912-04-15;2;13;1;"Mr"
"415";0;"GAVEY, Mr Laurence ";"male";26;2;"Southampton";"31028";10.5;0;0;NA;NA;"/titanic-victim/laurence-gavey.html";1886-04-09;1912-04-15;1;10.5;1;"Mr"
"416";0;"GILBERT, Mr William ";"male";47;2;"Southampton";"30769";10.5;0;0;NA;NA;"/titanic-victim/william-gilbert.html";1865-06-30;1912-04-15;1;10.5;1;"Mr"
"417";0;"GILES, Mr Edgar ";"male";21;2;"Southampton";"28133";11.5;1;0;NA;NA;"/titanic-victim/edgar-giles.html";1893-06-30;1912-04-15;1;11.5;2;"Mr"
"418";0;"GILES, Mr Frederick Edward ";"male";20;2;"Southampton";"28134";11.5;1;0;NA;NA;"/titanic-victim/frederick-edward-giles.html";1891-06-30;1912-04-15;1;11.5;2;"Mr"
"419";0;"GILES, Mr Ralph ";"male";24;2;"Southampton";"248726";13.5;0;0;" [297]";NA;"/titanic-victim/ralph-giles.html";1887-09-09;1912-04-15;1;13.5;1;"Mr"
"420";0;"GILL, Mr John ";"male";24;2;"Southampton";"233866";13;0;0;" [155]";NA;"/titanic-victim/john-william-gill.html";1888-06-30;1912-04-15;1;13;1;"Mr"
"421";0;"GILLESPIE, Mr William Henry ";"male";31;2;"Southampton";"12233";13;0;0;NA;NA;"/titanic-victim/william-henry-gillespie.html";1880-10-07;1912-04-15;1;13;1;"Mr"
"422";0;"GIVARD, Mr Hans Kristensen ";"male";30;2;"Southampton";"250646";13;0;0;" [305]";NA;"/titanic-victim/hans-kristensen-givard.html";NA;1912-04-15;1;13;1;"Mr"
"423";0;"GREENBERG, Mr Samuel ";"male";52;2;"Southampton";"250647";13;0;0;" [19]";NA;"/titanic-victim/samuel-greenberg.html";NA;1912-04-15;2;6.5;1;"Mr"
"424";0;"HALE, Mr Reginald ";"male";30;2;"Southampton";"250653";13;0;0;" [75]";NA;"/titanic-victim/reginald-hale.html";NA;1912-04-15;1;13;1;"Mr"
"425";1;"HäMäLäINEN, Master Viljo Unto Johannes ";"male";0.58;2;"Southampton";"250649";14.5;1;1;"4";NA;"/titanic-survivor/viljo-hamalainen.html";1911-08-29;NA;2;7.25;3;"Master"
"426";1;"HäMäLäINEN, Mrs Anna ";"female";23;2;"Southampton";"250649";14.5;0;2;"4";NA;"/titanic-survivor/anna-hamalainen.html";NA;NA;2;7.25;3;"Mrs"
"427";0;"HARBECK, Mr William H. ";"male";44;2;"Southampton";"248746";13;0;0;" [35]";NA;"/titanic-victim/william-harbeck.html";1866-09-15;1912-04-15;1;13;1;"Mr"
"428";1;"HARPER, Miss Annie Jessie ";"female";6;2;"Southampton";"248727";33;0;1;"11";NA;"/titanic-survivor/nina-harper.html";1906-01-03;1986-04-10;3;11;2;"Miss"
"429";0;"HARPER, Rev. John ";"male";39;2;"Southampton";"248727";33;0;1;NA;NA;"/titanic-victim/john-harper.html";1872-05-29;1912-04-15;3;11;2;"Rev"
"430";1;"HARRIS, Mr George ";"male";62;2;"Southampton";"752";10.5;0;0;"15";NA;"/titanic-survivor/george-harris.html";1850-03-15;1919-03-03;2;5.25;1;"Mr"
"431";0;"HARRIS, Mr Walter ";"male";44;2;"Southampton";"14208";10.5;0;0;NA;NA;"/titanic-victim/walter-harris.html";1867-06-30;1912-04-15;1;10.5;1;"Mr"
"432";1;"HART, Miss Eva Miriam ";"female";7;2;"Southampton";"13529";26.25;0;2;"14";NA;"/titanic-survivor/eva-hart.html";1905-01-31;1996-02-14;3;8.75;3;"Miss"
"433";0;"HART, Mr Benjamin ";"male";47;2;"Southampton";"13529";26.25;1;1;NA;NA;"/titanic-victim/benjamin-hart.html";1864-12-25;1912-04-15;3;8.75;3;"Mr"
"434";1;"HART, Mrs Esther Ada ";"female";48;2;"Southampton";"13529";26.25;1;1;"14";NA;"/titanic-survivor/esther-hart.html";1863-05-13;1928-09-07;3;8.75;3;"Mrs"
"435";1;"HERMAN, Miss Alice ";"female";23;2;"Southampton";"220845";65;1;2;"9";NA;"/titanic-survivor/alice-herman.html";1887-12-06;1947-03-23;5;13;4;"Miss"
"436";1;"HERMAN, Miss Kate ";"female";23;2;"Southampton";"220845";65;1;2;"9";NA;"/titanic-survivor/kate-herman.html";1887-12-06;1983-01-18;5;13;4;"Miss"
"437";0;"HERMAN, Mr Samuel ";"male";49;2;"Southampton";"220845";65;1;2;NA;NA;"/titanic-victim/samuel-herman.html";1862-06-30;1912-04-15;5;13;4;"Mr"
"438";1;"HERMAN, Mrs Jane ";"female";48;2;"Southampton";"220845";65;1;2;"9";NA;"/titanic-survivor/jane-herman.html";1861-07-15;1937-01-16;5;13;4;"Mrs"
"439";1;"HEWLETT, Mrs Mary Dunbar ";"female";56;2;"Southampton";"248706";16;0;0;"13";NA;"/titanic-survivor/mary-dunbar-hewlett.html";1855-07-08;1917-05-09;1;16;1;"Mrs"
"440";0;"HICKMAN, Mr Leonard Mark ";"male";24;2;"Southampton";"14879";73.5;2;0;NA;NA;"/titanic-victim/leonard-hickman.html";1887-09-18;1912-04-15;7;10.5;3;"Mr"
"441";0;"HICKMAN, Mr Lewis ";"male";30;2;"Southampton";"14879";73.5;2;0;" [256]";NA;"/titanic-victim/lewis-hickman.html";1881-08-29;1912-04-15;7;10.5;3;"Mr"
"442";0;"HICKMAN, Mr Stanley George ";"male";20;2;"Southampton";"14879";73.5;2;0;NA;NA;"/titanic-victim/stanley-hickman.html";1891-06-30;1912-04-15;7;10.5;3;"Mr"
"443";0;"HILTUNEN, Miss Marta ";"female";18;2;"Southampton";"250650";13;1;1;NA;NA;"/titanic-victim/marta-hiltunen.html";NA;1912-04-15;1;13;3;"Miss"
"444";1;"HOCKING, Miss Ellen ";"female";20;2;"Southampton";"29105";23;2;1;"4";NA;"/titanic-survivor/ellen-hocking.html";1891-11-05;1963-10-14;2;11.5;4;"Miss"
"445";0;"HOCKING, Mr Richard George ";"male";23;2;"Southampton";"29104";11.5;2;1;NA;NA;"/titanic-victim/richard-hocking.html";1888-06-30;1912-04-15;1;11.5;4;"Mr"
"446";0;"HOCKING, Mr Samuel James Metcalfe ";"male";36;2;"Southampton";"242963";13;0;0;NA;NA;"/titanic-victim/samuel-hocking.html";1876-06-30;1912-04-15;1;13;1;"Mr"
"447";1;"HOCKING, Mrs Eliza ";"female";54;2;"Southampton";"29105";23;1;3;"4";NA;"/titanic-survivor/elizabeth-hocking.html";1858-04-11;1914-04-15;2;11.5;5;"Mrs"
"448";0;"HODGES, Mr Henry Price ";"male";50;2;"Southampton";"250643";13;0;0;" [149]";NA;"/titanic-victim/henry-price-hodges.html";1862-06-30;1912-04-15;1;13;1;"Mr"
"449";0;"HOLD, Mr Stephen ";"male";44;2;"Southampton";"26707";26;1;0;NA;NA;"/titanic-victim/stephen-hold.html";1868-01-24;1912-04-15;2;13;2;"Mr"
"450";1;"HOLD, Mrs Annie Margaret ";"female";29;2;"Southampton";"26707";26;1;0;"10";NA;"/titanic-survivor/annie-margaret-hold.html";1883-06-30;1960-03-01;2;13;2;"Mrs"
